,Evaluation_vector.csv,Graduate_vector.csv,Portrait_vector.csv,Scholarship_vector.csv,Tags_vector.csv,atten_vector_data.xlsx,dorm_vector_data.xlsx,run_vector_data.xlsx,student_behavior_vector.xlsx,体测数据_特征轨迹_vector.xlsx,体育课_特征向量_vector.xlsx,体能_vector_variable.csv,作业提交_vector_composite.csv,四六级_特征向量_vector.xlsx,图书馆_特征轨迹_vector.xlsx,基本信息_vector_variable.csv,学生签到_特征向量.csv,学科竞赛_vector_composite.csv,学籍异动_vector_composite.csv,成绩_vector_variable.csv,日常锻炼_vector.xlsx,社团活动_特征向量_vector.xlsx,线上学习_vector_composite.csv,讨论记录_特征向量_vector.xlsx,选课_vector_variable.csv,cluster
pjxuqwbj829,-1.568925277673584,0.12822861655550746,-0.3418332003951776,1.3031359979120332,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.08936457715616462,-0.10017704704936173,-0.859140883765063,-0.07514614940691222,0.6648164248589261,-0.255080536566044,0.5829967052818059,-0.47939191112537816,0.7816377817613899,0.5414130350720847,0.7991572125047882,-0.023112033126248908,1.2707975040385555,0.0034044881649737137,0.8175707209779304,1.4085052627778207,0.3018099385609317,0.6720853345292263,0
pjxuqwbj830,0.6671347470560567,0.12822861655550746,-0.8173605892153082,-0.03600858586937225,0.1420197817053482,1.3005283635842384,-0.039726706583261565,0.6706410595165466,-0.10017704704936173,0.9312529754975931,0.4490111187207604,-1.0602804576299283,0.2672997780034559,0.5617768102553857,-0.47939191112537816,0.730004806082321,1.170158862825861,-0.613131532665435,-0.02237270211186929,-0.272856759198587,0.28495588695892077,0.646655489384684,1.4085052627778207,0.3319813605289063,0.15641423445937228,3
pjxuqwbj831,1.4735826248274027,0.12822861655550746,0.06466601908009532,-1.040367023705426,0.1420197817053482,0.8261778550055335,-0.039726706583261565,0.6706410595165466,-0.29157719576628566,-0.859140883765063,-0.4682641005026666,0.08978413069597467,0.1488120595212278,0.5035629389439666,-0.47939191112537816,-0.7673514886106816,0.192109797431098,-0.613131532665435,-0.005219889546273628,0.2076418389985642,0.3015177339467999,0.5896837455202683,-0.5113114368828308,0.6937911174071598,-0.5274248951066962,3
pjxuqwbj833,-0.24928329586592712,0.1321173477151597,-0.9882874847359082,1.9727082898027355,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.8159601801066423,-0.10017704704936173,-0.41154241894939897,-0.7303427345665028,0.6648164248589261,0.13792521963992668,0.5247828339703868,-0.47939191112537816,0.730004806082321,0.15717947366699908,1.2699201275615293,-0.023112033126248908,0.712771105027828,-0.27814691062897334,0.532712001655853,1.4085052627778207,0.3319813605289063,0.6629314101670398,0
pjxuqwbj837,-0.2126265741490477,0.12822861655550746,5.447767542751298,1.9727082898027355,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.525321938926451,-0.10017704704936173,1.8264499051289214,-1.3593314563197099,-1.0602804576299283,0.031250151044653576,0.3529580202608765,2.6340856334792035,0.730004806082321,-0.12226311644579042,-0.613131532665435,-0.023112033126248908,1.6066705280889786,-0.26332841595560785,0.7036272332490993,1.4085052627778207,0.6636196954391852,0.4862913702360565,3
pjxuqwbj838,1.3636124596767647,0.12822861655550746,-0.308962643564293,-1.040367023705426,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,-0.5403516120675834,-1.2485779393509049,0.4836545106819291,0.2393482114696913,0.08978413069597467,0.03122559375007367,0.39783903717516444,-0.47939191112537816,0.730004806082321,0.7859253014207753,0.681466483740603,-0.023112033126248908,-0.20094331373767685,0.4505743568377125,0.30482502619819074,1.4085052627778207,0.45266704840080474,0.5606224754046412,0
pjxuqwbj839,0.6304780253391774,0.1321173477151597,0.37255356806271445,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.2831234046096253,2.0052245888368008,0.036056045866265055,0.973168386848433,0.6648164248589261,0.8212214817310974,-1.366229050242477,-0.47939191112537816,1.0914356358358048,-0.12226311644579042,1.2699201275615293,-0.019558951844931033,0.5135415646562816,-0.1373712112319998,0.3617967700626066,1.4085052627778207,0.39232420446485555,1.4916340714448175,0
pjxuqwbj840,-1.2390147822216697,0.12822861655550746,0.6311352817990067,1.9727082898027355,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.7675204732432778,-1.057177790633981,-0.859140883765063,-0.07514614940691222,0.6648164248589261,0.4934634567409653,0.38469396945968254,-0.47939191112537816,-1.1804152940432344,0.6462040063643809,1.175767544550181,-0.022963278838070426,1.4150768726306504,-0.2947087576168525,0.532712001655853,1.4085052627778207,0.48283847036877936,0.8375264799454637,2
pjxuqwbj845,0.007313756152228231,0.12822861655550746,0.29256854644089525,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-1.170067801291331,-0.29157719576628566,1.8264499051289214,-0.8456573335545908,0.6648164248589261,1.218448000204715,0.10958648084281589,-0.47939191112537816,0.058776122254423024,-2.3228735135840073,-0.613131532665435,-0.023112033126248908,-1.366727683514153,1.603801912888462,0.30482502619819074,1.4085052627778207,-2.2617717017671426,1.2939331454149783,1
pjxuqwbj847,0.7037914687729363,0.1321173477151597,-0.7362798823657929,-1.040367023705426,-1.963858522909727,-0.12252316215187661,-0.039726706583261565,-0.9278692669745048,-0.6743774932001333,0.9312529754975931,0.02313333836702638,-0.4852481634669768,0.44675957533284305,0.34488319294993824,-0.47939191112537816,0.6267388547241823,0.8907162727130715,-0.613131532665435,-0.02237270211186929,-1.1322749240224952,0.8977442255104524,0.3617967700626066,1.4085052627778207,0.24146709462498248,0.31708316272196957,2
pjxuqwbj848,0.8870750773573328,0.12822861655550746,0.2728462123423645,-0.03600858586937225,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.18624399088289523,0.8568236965352574,0.4836545106819291,-1.202084275881408,0.6648164248589261,-0.363847249988906,0.5168957933410978,-0.47939191112537816,1.0398026601567352,0.2619704449592952,1.2699201275615293,-0.023112033126248908,0.3372938234177655,-0.27814691062897334,0.30482502619819074,1.4085052627778207,0.39232420446485555,0.9330531870317132,0
pjxuqwbj850,0.1172839213028663,0.13989481003446289,0.5106099067524298,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.08936457715616462,-0.10017704704936173,-1.306739348580727,-0.3110169200643648,0.6648164248589261,1.1084460548644957,0.3264800981482634,-0.47939191112537816,1.0398026601567352,0.15717947366699908,-0.613131532665435,-0.019558951844931033,0.6896514390768382,0.2701373922855547,0.532712001655853,1.4085052627778207,0.4224956264328302,1.6296830326300813,2
pjxuqwbj853,0.4838511384716601,0.12433988539585653,-0.4130527401954276,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.4919119052042179,1.2396239939691052,0.4836545106819291,0.2655560748760748,-1.0602804576299283,1.5643063884530437,-1.5566447454353114,-0.47939191112537816,0.058776122254423024,0.12224914990290019,-0.613131532665435,-0.023112033126248908,-1.1407212941927554,0.4035038443458458,0.30482502619819074,1.4085052627778207,0.45266704840080474,1.0732251225687102,1
pjxuqwbj854,0.6671347470560567,0.12433988539585653,1.8572070515910024,-0.03600858586937225,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,-0.44347219834085283,-0.8657776419170571,-0.41154241894939897,0.4752189821271439,0.6648164248589261,-0.4500798390869589,0.2549333724397131,2.3945873608173125,1.6593983683055633,0.611273682600282,-0.613131532665435,-0.023112033126248908,0.4433581324537705,0.15246111105588628,0.3617967700626066,1.4085052627778207,0.4224956264328302,1.084794860551447,3
pjxuqwbj857,-0.9824177302035142,0.13989481003446289,-0.23993447421943534,0.9683498519666817,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.4768822320630865,-0.6743774932001333,0.4836545106819291,0.18693248465692394,0.08978413069597467,0.10148401354253907,-1.384819931725801,-0.47939191112537816,2.1757281250962537,0.05238850237470295,0.681466483740603,-0.023112033126248908,1.2086493661954985,-0.5928220033986787,0.3617967700626066,1.4085052627778207,0.3319813605289063,1.3343272076342503,0
pjxuqwbj858,-1.4589551125229459,0.12822861655550746,-0.30457990265350837,1.637922143857384,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.2831234046096253,0.2826232503844861,0.4836545106819291,0.6848818893782127,0.08978413069597467,0.6525644382873117,-1.4905438334946037,-0.47939191112537816,-0.2510217318199911,0.5064827113079858,0.681466483740603,-0.023112033126248908,0.3345659970129055,-0.44376538050776565,0.5896837455202683,1.4085052627778207,0.3319813605289063,-0.3008583507075724,0
pjxuqwbj861,-0.24928329586592712,0.13989481003446289,-0.8611879983231544,-1.040367023705426,-0.5599396531663435,7.467084975107404,-0.039726706583261565,0.8643998869700078,-1.2485779393509049,0.4836545106819291,0.973168386848433,-1.6353127517928796,1.845757950919002,0.4057260778044534,-0.47939191112537816,0.11040909793349189,-0.40170570655857996,-0.613131532665435,-0.02237270211186929,-1.772500074456709,0.7072829851498408,0.3617967700626066,1.4085052627778207,0.36215278249688093,1.3863683814957541,3
pjxuqwbj870,-1.568925277673584,0.12822861655550746,0.11397185432642223,1.3031359979120332,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.4284425251997209,0.8568236965352574,0.036056045866265055,-0.6517191443473519,0.6648164248589261,2.2360187927850936,0.2973731624925543,-0.47939191112537816,0.4718399276869758,0.2619704449592952,1.2228438360558551,-0.023112033126248908,0.3164339744394282,-0.4189226100259469,0.3617967700626066,1.4085052627778207,0.39232420446485555,1.2739293813459778,3
pjxuqwbj871,-0.7991341216191175,0.12822861655550746,0.16437337480044528,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.23468369774625975,-0.10017704704936173,-0.41154241894939897,-0.7303427345665028,0.6648164248589261,0.49511288836023365,0.30526020312184327,-0.47939191112537816,0.31694100064976827,0.7859253014207753,-0.613131532665435,-0.023112033126248908,0.7878665613498408,-0.1373712112319998,0.30482502619819074,1.4085052627778207,0.3018099385609317,-0.26711981203722096,3
pjxuqwbj873,-0.5425370696009619,0.12822861655550746,-0.8031166812552583,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.4919119052042179,-0.8657776419170571,0.4836545106819291,-0.12756187621967957,-1.0602804576299283,0.9958484034872036,0.3369961523206493,-0.47939191112537816,-0.14775578046185336,0.611273682600282,-0.613131532665435,-0.019597065505832484,0.11286081190993183,0.5665072857528678,0.5896837455202683,-0.08468550362490822,0.36215278249688093,0.9564354387936965,3
pjxuqwbj876,-1.568925277673584,0.12822861655550746,-0.11612204348977,0.9683498519666817,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.4768822320630865,2.1966247375537247,0.4836545106819291,-0.33722478347074836,-1.6353127517928796,0.10514081795358615,0.4348330134601625,-0.47939191112537816,2.1757281250962537,-0.052402468917593197,1.073768912954554,-0.023112033126248908,0.697206448482454,-0.44376538050776565,0.47574025779143764,1.4085052627778207,0.3018099385609317,1.3882100585632169,0
pjxuqwbj877,0.7037914687729363,0.12433988539585653,-1.009105504062135,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-1.121628094427966,-0.29157719576628566,-0.41154241894939897,-0.23239332984521396,0.6648164248589261,1.0944722526116692,0.35014122003613035,-0.47939191112537816,0.058776122254423024,0.017458178610604624,-0.613131532665435,-0.023112033126248908,-1.73327292517106,1.2037025567075899,0.3617967700626066,1.4085052627778207,0.24146709462498248,1.0159340036691702,3
pjxuqwbj878,0.3005675298872632,0.12433988539585653,-1.001435707468262,0.6335637060213304,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.007514836570565965,-0.10017704704936173,-0.41154241894939897,-0.17997760303244661,0.6648164248589261,-0.18072841576714627,-1.5329836235474446,-0.47939191112537816,-0.30265470749906,0.8907162727130715,-0.613131532665435,-0.023112033126248908,0.005365751109197631,-0.44376538050776565,0.41876851392702186,0.7685663628909369,0.3319813605289063,-0.24236031858329496,3
pjxuqwbj879,-0.945761008486635,0.12822861655550746,-0.487559335678766,1.637922143857384,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.33156311147299083,2.3880248862706486,-1.306739348580727,0.6062582991590618,0.6648164248589261,-0.17041680777313878,0.5009339254008707,1.9488544644743488,0.7816377817613899,0.7859253014207753,0.7991572125047882,-0.023112033126248908,1.1477548308216279,-0.12996196389531678,0.47574025779143764,0.7685663628909369,0.6636196954391852,0.5791875162186596,3
pjxuqwbj881,0.9603885207910916,0.12433988539585653,0.09863226113867608,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.3950324914774878,-1.4399780880678288,-0.41154241894939897,-1.0186292320367227,0.08978413069597467,-0.2703723639008111,0.31314724375113223,-0.47939191112537816,0.730004806082321,0.6462040063643809,-0.613131532665435,-0.023112033126248908,0.7694191992533465,0.5368702964061368,0.41876851392702186,0.7685663628909369,0.7541339613431091,0.5047946847826948,1
pjxuqwbj883,0.007313756152228231,0.12822861655550746,-0.1040695059851123,-0.03600858586937225,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.4284425251997209,-1.2485779393509049,-0.41154241894939897,-1.5952022269771624,0.6648164248589261,0.46294897178449745,-1.2261401857317722,-0.47939191112537816,-0.30265470749906,0.017458178610604624,-0.613131532665435,-0.023112033126248908,0.4166133991578914,-0.788458820943002,0.7605989771135151,1.4085052627778207,0.3018099385609317,-0.28972583646140965,1
pjxuqwbj890,0.8137616339235744,0.12822861655550746,-0.7768202357905506,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.23468369774625975,0.09122310166756203,1.8264499051289214,-0.2586011932515975,0.08978413069597467,2.4898609982433597,0.14395144358471795,-0.47939191112537816,0.11040909793349189,0.9955072440053676,-0.613131532665435,-0.02237270211186929,-1.828584296002948,-0.1456521347259394,0.30482502619819074,0.7685663628909369,0.3319813605289063,1.1147589078127258,2
pjxuqwbj892,-0.9091042867697555,0.1321173477151597,0.37036219760732214,0.6335637060213304,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.13780428401952965,1.8138244401198766,-0.859140883765063,-0.6517191443473519,0.6648164248589261,1.223703261244767,0.5882547323679989,2.2029887426878,1.0914356358358048,-0.12226311644579042,1.2699201275615293,-0.019558951844931033,0.6376756487058154,0.2701373922855547,0.47574025779143764,1.4085052627778207,0.36215278249688093,1.582682825406138,3
pjxuqwbj894,-0.8357908433359968,0.12822861655550746,-0.04161544800643156,0.6335637060213304,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.33156311147299083,-0.10017704704936173,0.036056045866265055,-0.5468876907218175,0.6648164248589261,2.1726912600995,0.31051823020803615,2.332109550557689,0.058776122254423024,0.7859253014207753,-0.613131532665435,-0.023112033126248908,0.056333236833684096,0.0034044881649737137,0.3617967700626066,1.4085052627778207,0.3319813605289063,1.3959574648340247,3
pjxuqwbj898,-0.029342965564650995,0.12822861655550746,1.3411393093461141,0.6335637060213304,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.7190807663799121,0.09122310166756203,0.036056045866265055,0.5538425723462947,0.6648164248589261,-0.45017105189539786,0.30526020312184327,1.8508615526119387,1.4012334899102181,0.9955072440053676,0.681466483740603,-0.023112033126248908,0.5002127795061991,-0.788458820943002,0.41876851392702186,1.4085052627778207,0.5429340075672867,1.048344293244245,3
pjxuqwbj903,-1.0557311736372728,0.12822861655550746,-0.16981061964688152,-0.03600858586937225,-1.963858522909727,-0.12252316215187661,-0.039726706583261565,-0.34659278461412224,-0.8657776419170571,1.8264499051289214,-0.12756187621967957,-1.6353127517928796,-0.5972631071040376,0.32122207106207135,-0.47939191112537816,1.0398026601567352,-0.40170570655857996,1.8583737713824557,-0.019558951844931033,-0.06071209508890127,0.6702367484664268,0.532712001655853,1.4085052627778207,0.5429340075672867,-0.4490853577834282,0
pjxuqwbj904,-0.5058803478840826,0.12822861655550746,-0.5467263379743583,0.9683498519666817,2.949857521192115,-0.12252316215187661,-0.039726706583261565,0.5737616457898166,-0.29157719576628566,1.8264499051289214,0.3703875285016095,-1.6353127517928796,0.09655487337450548,0.41642991865848855,-0.47939191112537816,0.730004806082321,1.274949834118157,1.417033538516761,-0.023112033126248908,0.6402876645778854,0.14418018756194667,0.3617967700626066,1.4085052627778207,0.513009892336754,0.6391671405215058,3
pjxuqwbj905,0.19059736473662514,0.12433988539585653,-0.7976382551167774,-0.03600858586937225,1.5459386514487317,-0.12252316215187661,-0.039726706583261565,-3.446734023869496,-0.29157719576628566,1.8264499051289214,4.196735585833618,-1.6353127517928796,0.6032456727644459,0.1413224300416219,-0.47939191112537816,0.058776122254423024,-0.19212376397398767,-0.613131532665435,-0.023112033126248908,-0.272856759198587,2.537367077310496,0.30482502619819074,1.4085052627778207,0.3319813605289063,-0.2854304592832453,3
pjxuqwbj906,-1.2390147822216697,0.13989481003446289,1.7673608629199178,1.9727082898027355,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.5737616457898166,1.2396239939691052,0.036056045866265055,0.39659539190799303,0.6648164248589261,-0.010060129897284413,0.3396251658637453,2.092996943391228,1.4012334899102181,0.9256465964771698,-0.613131532665435,-0.023112033126248908,0.9856285363673446,-0.44376538050776565,0.30482502619819074,1.4085052627778207,0.36215278249688093,1.0166747103257068,3
pjxuqwbj914,-0.6158505130347207,0.12822861655550746,-0.17090630487457767,-0.03600858586937225,1.5459386514487317,-0.12252316215187661,-0.039726706583261565,0.23468369774625975,0.2826232503844861,0.036056045866265055,-0.5993034175345848,0.6648164248589261,-0.40263259455178774,0.3925810100889715,-0.47939191112537816,-0.8706174399688194,1.1352285390617622,0.681466483740603,-0.023037285946616935,0.46425605677574405,0.3015177339467999,0.47574025779143764,1.4085052627778207,-2.2617717017671426,0.17169224958570903,0
pjxuqwbj915,-0.10265640899840983,0.13989481003446289,1.2512931206750295,1.3031359979120332,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.6222013526531821,1.8138244401198766,-1.7543378133963912,0.5014268455335278,0.6648164248589261,-0.047284077021163835,0.4691979762020646,-0.47939191112537816,0.7816377817613899,1.170158862825861,-0.613131532665435,-0.023112033126248908,1.1445699788794006,-0.27814691062897334,0.47574025779143764,1.4085052627778207,0.6334482734712106,0.449085003482508,3
pjxuqwbj916,0.33722425160414243,0.12433988539585653,0.018647239516856883,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.7190807663799121,-0.10017704704936173,-0.41154241894939897,0.7897133430037474,0.6648164248589261,0.2971810940480109,0.1334353894123321,-0.47939191112537816,2.1757281250962537,-0.5763573253790734,-0.613131532665435,-0.023112033126248908,0.15669235408135504,-0.6300861591214069,0.30482502619819074,1.4085052627778207,0.3319813605289063,1.2750721881181506,3
pjxuqwbj917,-0.5058803478840826,0.13989481003446289,0.8305499932397066,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.007514836570565965,1.431024142686029,0.036056045866265055,1.1828312940995018,0.6648164248589261,0.39273352725754646,-1.3478259554408025,-0.47939191112537816,-0.30265470749906,0.36676141625159137,-0.613131532665435,-0.023112033126248908,0.12266719083641985,0.0034044881649737137,0.47574025779143764,1.4085052627778207,0.48283847036877936,-0.2606445843341552,3
pjxuqwbj918,-1.0923878953541524,0.13989481003446289,0.997094147849522,-0.03600858586937225,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.23468369774625975,2.0052245888368008,0.9312529754975931,-0.07514614940691222,-1.0602804576299283,0.5784357888690888,0.4243169592877775,-0.47939191112537816,-0.30265470749906,-0.08733279268169152,0.681466483740603,-0.023112033126248908,0.3708300421598602,-0.1373712112319998,0.3617967700626066,0.7685663628909369,0.36215278249688093,-0.22475966403916542,0
pjxuqwbj925,1.1803288510923677,0.12822861655550746,0.919300496683095,-1.040367023705426,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,-0.6372310257943136,-1.4399780880678288,1.3788514403132572,-0.5993034175345848,-1.6353127517928796,0.822906384998092,-1.569977599832443,-0.47939191112537816,0.5751058790451136,-0.08733279268169152,-0.613131532665435,-0.02237270211186929,-1.1167899120436862,0.5665072857528678,0.3617967700626066,1.4085052627778207,0.2716385165929571,0.5057282177631466,2
pjxuqwbj927,-0.3592534610165652,0.12822861655550746,1.6775146742488332,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.7675204732432778,0.09122310166756203,0.036056045866265055,-0.5468876907218175,0.6648164248589261,0.2769267831963477,0.39783903717516444,-0.47939191112537816,1.762664319663701,1.2050891865899593,0.9168479412689735,-0.022961798695899496,0.49702307023172326,0.0034044881649737137,0.30482502619819074,1.4085052627778207,0.24146709462498248,0.33575585652295326,0
pjxuqwbj928,-1.348984947372308,0.1321173477151597,0.4645911271891913,1.9727082898027355,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.04092487029279907,-0.4829773444832094,0.036056045866265055,-0.41584837368989924,-1.6353127517928796,2.2651126382501268,0.2947441489494582,-0.47939191112537816,0.058776122254423024,-0.017472145153494285,0.681466483740603,-0.023112033126248908,0.3708300421598602,0.0034044881649737137,0.30482502619819074,1.4085052627778207,0.36215278249688093,1.2899286761563913,0
pjxuqwbj930,-0.7991341216191175,0.12822861655550746,-0.46126289021405836,0.6335637060213304,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.7190807663799121,-0.6743774932001333,0.036056045866265055,0.1607246212505404,0.08978413069597467,-0.4690064968380126,0.33173812523445634,-0.47939191112537816,0.6783718304032522,1.5194621004668478,0.7991572125047882,-0.022961798695899496,0.7878665613498408,-0.31334083547821656,0.3617967700626066,1.4085052627778207,0.39232420446485555,0.09924611429338061,0
pjxuqwbj933,0.08062719958598707,0.1321173477151597,-0.7669590687412852,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.6222013526531821,-0.8657776419170571,0.4836545106819291,0.029685304218622192,0.6648164248589261,1.2716145429697225,0.31577625729422826,-0.47939191112537816,0.058776122254423024,-0.5763573253790734,-0.613131532665435,-0.02237270211186929,-1.6799387150281344,0.2701373922855547,0.47574025779143764,1.4085052627778207,0.3319813605289063,1.099629201171624,2
pjxuqwbj935,1.290299016243006,0.12822861655550746,-0.014223317314027723,-1.040367023705426,1.5459386514487317,0.35182734642682845,-0.039726706583261565,-1.121628094427966,1.431024142686029,-1.7543378133963912,1.2090391575058856,0.6648164248589261,-0.2167270708309975,0.06188866370378262,-0.47939191112537816,0.11040909793349189,-0.9605908867841587,-0.613131532665435,-0.02281526462097741,-1.7802004252410901,1.470435460828171,0.30482502619819074,1.4085052627778207,0.5731054295352613,0.9875559621848865,3
pjxuqwbj937,1.4002691813936439,0.12433988539585653,-0.07777306052040463,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.5403516120675834,2.0052245888368008,0.4836545106819291,1.0255841136612,-1.6353127517928796,-0.852370422521401,0.39783903717516444,-0.47939191112537816,-1.1804152940432344,-0.6811482966713692,-0.613131532665435,-0.01959928571908888,-0.6369856602823755,0.5665072857528678,-2.031016472242844,-1.1512503367697147,0.3319813605289063,-0.43516100257327217,2
pjxuqwbj944,0.37388097332102205,0.12433988539585653,-0.6880697323471621,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.33156311147299083,1.0482238452521815,0.036056045866265055,0.3703875285016095,-1.0602804576299283,0.44694948507759275,0.6622426849379951,-0.47939191112537816,-0.7673514886106816,0.2619704449592952,0.681466483740603,0.011783798695600818,0.5480508540954141,-0.1456521347259394,0.41876851392702186,-0.5113114368828308,0.36215278249688093,0.036201498055584085,0
pjxuqwbj947,-0.5791937913178413,0.12822861655550746,0.03069977702151457,-0.03600858586937225,1.5459386514487317,-0.12252316215187661,-0.039726706583261565,0.08936457715616462,-0.10017704704936173,-0.41154241894939897,-0.7303427345665028,0.08978413069597467,-0.1532478208407009,0.6278777221960931,-0.47939191112537816,0.7816377817613899,0.9256465964771698,0.681466483740603,-0.023112033126248908,1.4050146751234716,-0.2947087576168525,0.41876851392702186,1.4085052627778207,0.603276851503236,0.5791875162186596,0
pjxuqwbj950,-0.17596985243216848,0.12433988539585653,0.0076903872398953466,0.9683498519666817,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,0.8159601801066423,-1.4399780880678288,-0.859140883765063,-0.5206798273154339,0.6648164248589261,-0.4556438204017265,0.3291091116913603,-0.47939191112537816,1.0398026601567352,-0.43663603032267856,-0.613131532665435,-0.023112033126248908,0.5849455782884027,0.15246111105588628,0.41876851392702186,1.4085052627778207,0.36215278249688093,0.8363630820602795,3
pjxuqwbj952,0.007313756152228231,0.12822861655550746,-0.43058370383856603,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.9612793006967378,1.2396239939691052,0.4836545106819291,0.5538425723462947,0.6648164248589261,1.7529375167314556,-1.4826567928653147,-0.47939191112537816,0.058776122254423024,-1.379754771953343,-0.613131532665435,-0.023112033126248908,-0.705631873982346,-0.5928220033986787,0.7036272332490993,1.4085052627778207,0.3319813605289063,1.109253830916882,3
pjxuqwbj953,-1.0190744519203936,0.12822861655550746,-0.2991014765150276,0.6335637060213304,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.7190807663799121,-0.29157719576628566,0.4836545106819291,-1.4641629099452445,0.6648164248589261,1.8883263467118838,0.45868192202967956,2.3510422203333325,0.058776122254423024,0.5414130350720847,-0.613131532665435,-0.023112033126248908,0.217393515004468,-0.1373712112319998,0.30482502619819074,1.4085052627778207,0.3319813605289063,1.2391589840715929,3
pjxuqwbj954,0.7404481904898155,0.12433988539585653,0.05042211112004533,-1.040367023705426,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,-0.6372310257943136,-1.4399780880678288,0.9312529754975931,0.31797180168884215,0.08978413069597467,1.903365680408745,-1.4642536980636403,-0.47939191112537816,0.058776122254423024,0.5414130350720847,-0.613131532665435,-0.023112033126248908,-1.5425104307641295,0.5665072857528678,0.3617967700626066,1.4085052627778207,0.24146709462498248,1.2455320735702313,3
pjxuqwbj955,-0.8724475650528761,0.12822861655550746,-0.6190415630023044,-0.03600858586937225,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,-1.0247486807012354,-0.4829773444832094,0.9312529754975931,2.152522240135696,0.6648164248589261,-0.3977616923799302,0.5538897696260968,-0.47939191112537816,1.5044994412683559,0.3318310924874925,-0.613131532665435,-0.02192643924733384,-0.057397334712187616,1.3449140941831912,0.3617967700626066,-0.2979984702538695,0.39232420446485555,1.401547449794546,3
pjxuqwbj956,-0.7258206781853588,0.12822861655550746,1.5372669651037256,1.3031359979120332,-0.5599396531663435,-0.12252316215187661,-0.039726706583261565,0.8159601801066423,-1.057177790633981,-1.306739348580727,-0.41584837368989924,0.6648164248589261,-0.5925542458683839,0.48253083059919577,-0.47939191112537816,1.4012334899102181,0.7859253014207753,-0.613131532665435,-0.023112033126248908,1.0755203431934814,-0.4189226100259469,0.41876851392702186,0.7685663628909369,0.3018099385609317,1.113986556345886,3
pjxuqwbj958,1.2536422945261265,0.12433988539585653,0.7911053250426451,-1.040367023705426,0.1420197817053482,-0.12252316215187661,-0.039726706583261565,-1.2669472150180616,0.6654235478183337,0.036056045866265055,-0.44205623709628306,0.08978413069597467,-0.5637157962669795,0.2892983351816152,-0.47939191112537816,1.452866465589288,0.576343358836183,0.681466483740603,-0.023112033126248908,0.23982617906648646,1.3370690087678798,0.3617967700626066,1.4085052627778207,0.48283847036877936,1.176855965746581,0
